Name,Year,Selling_Price,KM_Driven,Fuel,Seller_Type,Transmission,Owner
Hyundai,2017,330000,80577,Petrol,Individual,Manual,First Owner
Honda,2017,1044999,25000,Diesel,Individual,Manual,First Owner
Hyundai,2011,300000,127500,Diesel,Individual,Manual,Second Owner
Hyundai,2015,235000,40903,Petrol,Dealer,Manual,First Owner
Ford,2011,120000,60000,Petrol,Individual,Manual,Third Owner
Maruti,2004,130000,46000,Petrol,Individual,Manual,First Owner
Ford,2004,275000,22288,Diesel,Dealer,Manual,Second Owner
Volkswagen,2011,270000,180000,Diesel,Individual,Manual,Second Owner
Volkswagen,2015,500000,30000,Diesel,Individual,Manual,Second Owner
Hyundai,2015,400000,61690,Petrol,Dealer,Manual,First Owner
Hyundai,2015,600000,64484,Petrol,Dealer,Manual,First Owner
Audi,2012,1350000,90000,Diesel,Individual,Automatic,Second Owner
Renault,2013,400000,75976,Diesel,Dealer,Manual,Second Owner
Ford,2011,220000,70000,Diesel,Individual,Manual,Second Owner
Honda,2012,300000,85962,Petrol,Dealer,Manual,Second Owner
Maruti,2018,250000,120000,Petrol,Individual,Manual,First Owner
Honda,2015,600000,120000,Diesel,Individual,Manual,First Owner
Honda,2012,285000,75000,Petrol,Individual,Automatic,Second Owner
Honda,2009,350000,57035,Petrol,Dealer,Manual,First Owner
Mahindra,2011,170000,70000,Diesel,Individual,Manual,Third Owner
Ford,2015,229999,45000,Petrol,Individual,Manual,First Owner
Mahindra,2013,500000,72104,Diesel,Dealer,Manual,Second Owner
Tata,2011,75000,15000,Petrol,Individual,Manual,First Owner
Hyundai,2016,600000,30000,Petrol,Individual,Manual,First Owner
Tata,2011,220000,80000,Diesel,Individual,Manual,First Owner
Tata,2009,150000,164000,Diesel,Individual,Manual,Second Owner
Maruti,2006,65000,124439,Petrol,Individual,Manual,Second Owner
Maruti,2006,120000,77000,Petrol,Individual,Manual,Second Owner
Maruti,2014,240000,90000,Diesel,Individual,Manual,First Owner
Renault,2017,390000,30000,Petrol,Individual,Manual,First Owner
Chevrolet,2012,180000,50000,Petrol,Individual,Manual,First Owner
Maruti,2012,320000,80000,Diesel,Individual,Manual,Second Owner
Maruti,2018,310000,5000,Petrol,Individual,Manual,First Owner
Maruti,2018,420000,24000,Petrol,Individual,Automatic,First Owner
Tata,2019,550000,10000,Petrol,Individual,Manual,First Owner
Maruti,2016,550000,78000,Diesel,Individual,Manual,Third Owner
Mahindra,2018,760000,50000,Diesel,Individual,Manual,First Owner
Maruti,2001,43000,100000,Petrol,Individual,Manual,Second Owner
Maruti,2018,250000,20000,Petrol,Individual,Manual,First Owner
Hyundai,2019,500000,1250,Petrol,Individual,Manual,First Owner
Tata,2015,380000,17152,Petrol,Individual,Manual,First Owner
Mahindra,2019,1850000,5000,Diesel,Individual,Automatic,First Owner
Volkswagen,2012,350000,77000,Diesel,Individual,Manual,First Owner
Hyundai,2008,195000,90000,Diesel,Individual,Manual,Second Owner
Chevrolet,2011,225000,80000,Petrol,Individual,Manual,Second Owner
Toyota,2015,1125000,65000,Diesel,Individual,Manual,First Owner
Tata,2011,133000,80000,Diesel,Individual,Manual,First Owner
Hyundai,2013,200000,24005,Petrol,Individual,Manual,First Owner
Maruti,2018,940000,20000,Diesel,Individual,Manual,First Owner
Renault,2014,400000,120000,Diesel,Individual,Manual,First Owner
Hyundai,2009,120000,120000,Petrol,Individual,Manual,Second Owner
Maruti,2015,625000,80000,Diesel,Individual,Manual,First Owner
Maruti,2005,110000,80000,Petrol,Individual,Manual,First Owner
Renault,2012,490000,100000,Diesel,Individual,Manual,First Owner
Maruti,2009,140000,120000,Petrol,Individual,Manual,Second Owner
Ford,2011,175000,149000,Diesel,Individual,Manual,Second Owner
Maruti,2005,90000,65000,Petrol,Individual,Manual,Second Owner
Maruti,2009,275000,100000,Diesel,Individual,Manual,Second Owner
Volkswagen,2011,300000,65000,Diesel,Individual,Manual,Second Owner
Datsun,2018,270000,19000,Petrol,Individual,Manual,Second Owner
Chevrolet,2010,130000,80000,Petrol,Individual,Manual,Second Owner
Maruti,2015,275000,30000,Petrol,Individual,Manual,First Owner
Maruti,2012,352000,109000,Diesel,Individual,Manual,First Owner
Hyundai,2012,180000,90000,LPG,Individual,Manual,First Owner
Maruti,2012,150000,90000,Petrol,Individual,Manual,First Owner
Volkswagen,2011,300000,65000,Diesel,Individual,Manual,Second Owner
Maruti,2010,300000,110000,Diesel,Individual,Manual,Second Owner
Mahindra,2007,225000,120000,Diesel,Individual,Manual,First Owner
Honda,2014,600000,44000,Diesel,Individual,Manual,First Owner
Maruti,2015,500000,80000,Petrol,Individual,Manual,First Owner
Honda,2018,900000,5000,Petrol,Individual,Manual,First Owner
Hyundai,2016,600000,61000,Petrol,Individual,Manual,First Owner
Toyota,2011,450000,100000,Diesel,Individual,Manual,Second Owner
Hyundai,2009,270000,27633,Petrol,Individual,Manual,First Owner
Maruti,2010,310000,100000,Diesel,Individual,Manual,Third Owner
Hyundai,2012,250000,100000,LPG,Individual,Manual,First Owner
Ford,2019,700000,12586,Petrol,Dealer,Manual,First Owner
Fiat,2018,650000,38083,Diesel,Dealer,Manual,First Owner
Ford,2012,400000,55328,Diesel,Dealer,Manual,First Owner
Ford,2012,425000,81632,Diesel,Dealer,Manual,First Owner
Ford,2016,600000,155201,Diesel,Dealer,Manual,First Owner
Ford,2013,600000,93283,Diesel,Dealer,Manual,First Owner
Maruti,2009,300000,217871,Diesel,Dealer,Manual,First Owner
Ford,2012,450000,90165,Diesel,Dealer,Manual,First Owner
Ford,2014,750000,101504,Diesel,Dealer,Manual,First Owner
Ford,2010,325000,86017,Diesel,Dealer,Manual,Second Owner
Mahindra,2013,900000,85036,Diesel,Dealer,Manual,Second Owner
Ford,2006,180000,91086,Petrol,Dealer,Manual,Second Owner
Fiat,2013,350000,160254,Diesel,Dealer,Manual,Second Owner
Ford,2013,600000,125531,Diesel,Dealer,Manual,Second Owner
Honda,2019,900000,60000,Diesel,Individual,Manual,First Owner
Skoda,2006,350000,100000,Diesel,Individual,Manual,First Owner
Maruti,2013,280000,90000,Diesel,Individual,Manual,Third Owner
Mahindra,2009,225000,120000,Diesel,Individual,Manual,Second Owner
Honda,2014,520000,82000,Diesel,Individual,Manual,First Owner
Mahindra,2016,509999,60000,Diesel,Individual,Manual,First Owner
Maruti,2019,556000,24000,Petrol,Individual,Manual,First Owner
Tata,2014,225000,120000,Diesel,Individual,Manual,First Owner
Honda,2013,325000,65000,Diesel,Dealer,Manual,First Owner
Maruti,2013,365000,65000,Diesel,Dealer,Manual,First Owner
Hyundai,2015,850000,84000,Diesel,Dealer,Manual,First Owner
Toyota,2013,350000,75000,Diesel,Dealer,Manual,First Owner
Maruti,2007,225000,50000,Diesel,Dealer,Manual,First Owner
Maruti,2011,135000,50000,Petrol,Individual,Manual,First Owner
Maruti,2007,140000,49000,Petrol,Dealer,Manual,First Owner
Maruti,2016,665000,560000,Diesel,Dealer,Manual,First Owner
Renault,2015,275000,14365,Petrol,Dealer,Manual,First Owner
Toyota,2017,2750000,41000,Diesel,Individual,Automatic,First Owner
Hyundai,2013,484999,65000,Diesel,Dealer,Manual,First Owner
Maruti,2015,565000,65000,Diesel,Dealer,Manual,First Owner
Maruti,2013,425000,61083,Diesel,Dealer,Manual,First Owner
Toyota,2013,925000,75000,Diesel,Individual,Manual,First Owner
Mahindra,2012,565000,72000,Diesel,Dealer,Manual,First Owner
Renault,2014,525000,65000,Diesel,Dealer,Manual,First Owner
Hyundai,2017,1650000,55000,Diesel,Dealer,Manual,First Owner
Hyundai,2015,295000,21000,Petrol,Dealer,Manual,Second Owner
Jaguar,2012,2050000,66363,Petrol,Dealer,Automatic,Second Owner
Hyundai,2018,1475000,11700,Petrol,Dealer,Automatic,First Owner
Hyundai,2017,1100000,10000,Petrol,Individual,Automatic,First Owner
Mercedes-Benz,2014,4400000,100000,Diesel,Individual,Automatic,Second Owner
Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Volkswagen,2017,850000,20000,Petrol,Dealer,Automatic,Second Owner
Renault,2015,390000,61585,Diesel,Trustmark Dealer,Manual,First Owner
Maruti,2016,450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner
Honda,2014,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,2016,770000,64672,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,2015,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner
Honda,2015,775000,66521,Petrol,Trustmark Dealer,Manual,First Owner
Toyota,2018,1725000,23974,Diesel,Dealer,Automatic,Second Owner
BMW,2016,2150000,43000,Diesel,Dealer,Automatic,First Owner
Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner
Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner
BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner
Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner
Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner
Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner
Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner
Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner
Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner
Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner
Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner
Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner
Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner
BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner
Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner
Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner
Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner
Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner
Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner
Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner
Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner
Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner
Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner
Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner
BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner
Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner
Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner
Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner
Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner
Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner
Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner
Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner
Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner
Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner
Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner
BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner
Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner
Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner
Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner
Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner
Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner
Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner
Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner
Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner
Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,2013,350000,50000,Petrol,Individual,Manual,Second Owner
Maruti,2014,114999,30000,Petrol,Individual,Manual,First Owner
Hyundai,2013,380000,50000,Petrol,Individual,Manual,Second Owner
Maruti,1995,95000,100000,Petrol,Individual,Manual,Second Owner
Mahindra,2016,900000,35000,Diesel,Individual,Manual,First Owner
Chevrolet,2012,200999,90000,Petrol,Individual,Manual,Second Owner
Maruti,2014,229999,11451,Petrol,Individual,Manual,First Owner
Tata,2019,800000,60000,Diesel,Individual,Manual,First Owner
Mahindra,2012,150000,172000,Diesel,Individual,Manual,Second Owner
Maruti,2018,600000,60000,Diesel,Individual,Manual,First Owner
Chevrolet,2005,150000,150000,Diesel,Individual,Manual,First Owner
Chevrolet,2009,150000,66000,Diesel,Individual,Manual,First Owner
Maruti,2019,380000,5000,Petrol,Individual,Manual,First Owner
Maruti,2006,80000,66508,Petrol,Individual,Manual,Second Owner
Honda,2007,225000,55000,Petrol,Individual,Manual,Second Owner
Tata,2012,75000,29900,Petrol,Individual,Manual,First Owner
Tata,2017,1600000,3000,Diesel,Individual,Manual,First Owner
Tata,2012,185000,85000,Diesel,Individual,Manual,First Owner
Mahindra,2011,425000,50000,Diesel,Individual,Manual,First Owner
Tata,2010,100000,120000,Diesel,Individual,Manual,Second Owner
Maruti,2008,140000,90000,Petrol,Individual,Manual,Third Owner
Maruti,2017,710000,8000,Petrol,Individual,Automatic,First Owner
Honda,2015,450000,7900,Petrol,Individual,Automatic,First Owner
Datsun,2017,210000,50000,Petrol,Individual,Manual,First Owner
Maruti,2016,270000,25000,Petrol,Individual,Manual,First Owner
Maruti,2009,110000,20000,Petrol,Individual,Manual,First Owner
Maruti,2018,540000,17500,Petrol,Individual,Manual,First Owner
Mahindra,2008,145000,25000,Petrol,Individual,Manual,First Owner
Tata,2013,360000,206500,Diesel,Individual,Manual,First Owner
Hyundai,2013,250000,88600,LPG,Individual,Manual,First Owner
Tata,2012,110000,80000,Diesel,Individual,Manual,First Owner
Chevrolet,2008,250000,100000,Diesel,Individual,Manual,Fourth & Above Owner
Ford,2011,150000,186000,Diesel,Individual,Manual,Second Owner
Chevrolet,2010,140000,60000,Petrol,Individual,Manual,First Owner
Maruti,2019,925000,11000,Petrol,Individual,Manual,First Owner
Tata,2017,969999,30000,Diesel,Individual,Manual,First Owner
Hyundai,2007,90000,80000,CNG,Individual,Manual,Third Owner
Hyundai,2001,55000,60000,Petrol,Individual,Manual,Third Owner
Hyundai,2007,155000,100000,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra,2019,900000,15000,Diesel,Individual,Manual,First Owner
Maruti,2011,135000,90000,Petrol,Individual,Manual,First Owner
Maruti,2012,180000,120000,Petrol,Individual,Manual,First Owner
Hyundai,2013,495000,100000,Diesel,Individual,Manual,Second Owner
Toyota,2009,400000,138000,Diesel,Individual,Manual,Third Owner
Hyundai,2008,250000,110000,Diesel,Individual,Manual,Second Owner
Maruti,2015,138000,120000,Petrol,Individual,Manual,Fourth & Above Owner
Honda,2011,311000,70000,Petrol,Individual,Automatic,Second Owner
Maruti,2015,190000,70000,Petrol,Individual,Manual,First Owner
Mahindra,2011,311000,140000,Diesel,Individual,Manual,First Owner
Maruti,2009,300000,15000,Petrol,Individual,Manual,First Owner
Honda,2018,600000,20000,Petrol,Individual,Manual,First Owner
Mahindra,2009,550000,100000,Diesel,Individual,Manual,First Owner
Skoda,2015,600000,70000,Petrol,Individual,Automatic,First Owner
Maruti,2018,195000,5000,Petrol,Individual,Manual,First Owner
Tata,2013,58000,27974,Petrol,Individual,Manual,First Owner
Maruti,2018,183000,40000,Petrol,Individual,Manual,First Owner
Maruti,2007,95000,80000,Petrol,Individual,Manual,First Owner
Maruti,2013,250000,38000,Petrol,Individual,Manual,First Owner
Maruti,2013,250000,38000,Petrol,Individual,Manual,First Owner
Tata,2014,400000,35000,Petrol,Individual,Manual,First Owner
Hyundai,2012,409999,60000,Diesel,Individual,Manual,Second Owner
Skoda,2004,120000,120000,Diesel,Individual,Manual,Second Owner
Maruti,2018,600000,18000,Petrol,Individual,Automatic,First Owner
Honda,2016,600000,10000,Petrol,Individual,Manual,First Owner
Mahindra,2015,825000,90000,Diesel,Individual,Manual,Third Owner
Toyota,2016,625000,80000,Diesel,Individual,Manual,Second Owner
Hyundai,2020,700000,1400,Diesel,Individual,Manual,First Owner
Chevrolet,2011,160000,60000,Petrol,Individual,Manual,First Owner
Maruti,2011,114999,60000,Petrol,Individual,Manual,Third Owner
Maruti,2009,150000,53000,Petrol,Individual,Manual,First Owner
Volkswagen,2010,250000,100000,Diesel,Dealer,Manual,First Owner
Hyundai,2012,390000,86000,Diesel,Dealer,Manual,Second Owner
Renault,2015,650000,100000,Diesel,Individual,Manual,First Owner
Hyundai,2016,600000,30000,Diesel,Individual,Manual,First Owner
Hyundai,2011,250000,120000,Petrol,Individual,Manual,First Owner
Hyundai,2011,229999,60000,LPG,Individual,Manual,Second Owner
Maruti,2016,299000,50000,Diesel,Individual,Manual,Second Owner
Chevrolet,2010,330000,124000,Diesel,Individual,Manual,Second Owner
Hyundai,2012,180000,100000,Petrol,Individual,Manual,Third Owner
